time,omega,k,h,实际位移m,速度m/s
0,6.40703863,4.188790205,10,0,0
0.016666667,6.40703863,4.188790205,10,0.000690359,0.041421534
0.033333333,6.40703863,4.188790205,10,0.000676718,-0.000818441
0.05,6.40703863,4.188790205,10,0.001528048,0.051079786
0.066666667,6.40703863,4.188790205,10,0.001780308,0.0151356
0.083333333,6.40703863,4.188790205,10,0.002134487,0.021250718
0.1,6.40703863,4.188790205,10,0.002594027,0.027572422
0.116666667,6.40703863,4.188790205,10,0.002800077,0.012363005
0.133333333,6.40703863,4.188790205,10,0.003137044,0.02021803
0.15,6.40703863,4.188790205,10,0.003729156,0.035526708
0.166666667,6.40703863,4.188790205,10,0.004017662,0.017310335
0.183333333,6.40703863,4.188790205,10,0.004081247,0.003815096
0.2,6.40703863,4.188790205,10,0.00462039,0.032348578
0.216666667,6.40703863,4.188790205,10,0.004836668,0.012976711
0.233333333,6.40703863,4.188790205,10,0.004896312,0.003578621
0.25,6.40703863,4.188790205,10,0.005146329,0.015001022
0.266666667,6.40703863,4.188790205,10,0.005607246,0.027655009
0.283333333,6.40703863,4.188790205,10,0.005830499,0.013395222
0.3,6.40703863,4.188790205,10,0.005777994,-0.003150335
0.316666667,6.40703863,4.188790205,10,0.005779441,8.68E-05
0.333333333,6.40703863,4.188790205,10,0.005918579,0.008348312
0.35,6.40703863,4.188790205,10,0.006455603,0.032221401
0.366666667,6.40703863,4.188790205,10,0.006539032,0.005005785
0.383333333,6.40703863,4.188790205,10,0.007049058,0.030601555
0.4,6.40703863,4.188790205,10,0.007648827,0.035986115
0.416666667,6.40703863,4.188790205,10,0.007887013,0.014291169
0.433333333,6.40703863,4.188790205,10,0.008375702,0.029321363
0.45,6.40703863,4.188790205,10,0.008532403,0.009402052
0.466666667,6.40703863,4.188790205,10,0.00874543,0.012781575
0.483333333,6.40703863,4.188790205,10,0.009160536,0.024906375
0.5,6.40703863,4.188790205,10,0.009569521,0.024539132
0.516666667,6.40703863,4.188790205,10,0.009939032,0.022170666
0.533333333,6.40703863,4.188790205,10,0.010258181,0.019148903
0.55,6.40703863,4.188790205,10,0.010258728,3.28E-05
0.566666667,6.40703863,4.188790205,10,0.010833118,0.03446338
0.583333333,6.40703863,4.188790205,10,0.010834247,6.78E-05
0.6,6.40703863,4.188790205,10,0.011336636,0.030143293
0.616666667,6.40703863,4.188790205,10,0.011445576,0.006536448
0.633333333,6.40703863,4.188790205,10,0.011846854,0.024076636
0.65,6.40703863,4.188790205,10,0.011940555,0.005622081
0.666666667,6.40703863,4.188790205,10,0.011942913,0.000141495
0.683333333,6.40703863,4.188790205,10,0.012608938,0.039961464
0.7,6.40703863,4.188790205,10,0.012861538,0.015156023
0.716666667,6.40703863,4.188790205,10,0.012860058,-8.88E-05
0.733333333,6.40703863,4.188790205,10,0.012907548,0.002849448
0.75,6.40703863,4.188790205,10,0.012951891,0.002660574
0.766666667,6.40703863,4.188790205,10,0.013001984,0.003005586
0.783333333,6.40703863,4.188790205,10,0.01333125,0.019755936
0.8,6.40703863,4.188790205,10,0.013449144,0.007073619
0.816666667,6.40703863,4.188790205,10,0.013651937,0.01216761
0.833333333,6.40703863,4.188790205,10,0.013641641,-0.000617754
0.85,6.40703863,4.188790205,10,0.013690349,0.002922451
0.866666667,6.40703863,4.188790205,10,0.014029013,0.020319834
0.883333333,6.40703863,4.188790205,10,0.014031224,0.000132662
0.9,6.40703863,4.188790205,10,0.014031093,-7.85E-06
0.916666667,6.40703863,4.188790205,10,0.014375585,0.020669523
0.933333333,6.40703863,4.188790205,10,0.014366264,-0.000559265
0.95,6.40703863,4.188790205,10,0.014363907,-0.000141393
0.966666667,6.40703863,4.188790205,10,0.014366451,0.000152654
0.983333333,6.40703863,4.188790205,10,0.014467253,0.006048112
1,6.40703863,4.188790205,10,0.014927959,0.02764232
1.016666667,6.40703863,4.188790205,10,0.01492793,-1.72E-06
1.033333333,6.40703863,4.188790205,10,0.015122297,0.011662014
1.05,6.40703863,4.188790205,10,0.015238416,0.00696713
1.066666667,6.40703863,4.188790205,10,0.015235959,-0.000147401
1.083333333,6.40703863,4.188790205,10,0.015234984,-5.85E-05
1.1,6.40703863,4.188790205,10,0.015648932,0.02483691
1.116666667,6.40703863,4.188790205,10,0.015648825,-6.41E-06
1.133333333,6.40703863,4.188790205,10,0.015650944,0.000127153
1.15,6.40703863,4.188790205,10,0.015753789,0.006170645
1.166666667,6.40703863,4.188790205,10,0.016073814,0.019201503
1.183333333,6.40703863,4.188790205,10,0.016078395,0.000274866
1.2,6.40703863,4.188790205,10,0.016168497,0.005406146
1.216666667,6.40703863,4.188790205,10,0.016261921,0.005605426
1.233333333,6.40703863,4.188790205,10,0.016263411,8.94E-05
1.25,6.40703863,4.188790205,10,0.01651291,0.014969893
1.266666667,6.40703863,4.188790205,10,0.016514428,9.11E-05
1.283333333,6.40703863,4.188790205,10,0.016563501,0.002944393
1.3,6.40703863,4.188790205,10,0.016678343,0.006890541
1.316666667,6.40703863,4.188790205,10,0.017109427,0.025864985
1.333333333,6.40703863,4.188790205,10,0.017581619,0.028331562
1.35,6.40703863,4.188790205,10,0.01757853,-0.000185346
1.366666667,6.40703863,4.188790205,10,0.017586016,0.000449134
1.383333333,6.40703863,4.188790205,10,0.017590101,0.000245102
